indice_tiempo,region_de_destino,categoria_del_hotel,tasa_de_ocupacion_plazas,observaciones
2013-02-01,Norte,Para Hoteles,0.27,""
2013-02-01,Norte,Total,0.28,""
2013-02-01,Patagonia,1 y 2 estrellas,0.43,""
2013-02-01,Patagonia,3 estrellas/boutiques/aparts,0.44,""
2013-02-01,Patagonia,4 y 5 estrellas,0.55,""
2013-02-01,Patagonia,Para Hoteles,0.41,""
2013-02-01,Patagonia,Total,0.45,""
2013-03-01,Buenos Aires,1 y 2 estrellas,0.27,""
2013-03-01,Buenos Aires,3 estrellas/boutiques/aparts,0.31,""
2013-03-01,Buenos Aires,4 y 5 estrellas,0.38,""
2013-03-01,Buenos Aires,Para Hoteles,0.32,""
2013-03-01,Buenos Aires,Total,0.31,""
2013-03-01,CABA,1 y 2 estrellas,0.35,""
2013-03-01,CABA,3 estrellas/boutiques/aparts,0.44,""
2013-03-01,CABA,4 y 5 estrellas,0.49,""
2013-03-01,CABA,Para Hoteles,0.35,""
2013-03-01,CABA,Total,0.43,""
2013-03-01,Cuyo,1 y 2 estrellas,0.24,""
2013-03-01,Cuyo,3 estrellas/boutiques/aparts,0.37,""
2013-03-01,Cuyo,4 y 5 estrellas,0.39,""
2013-03-01,Cuyo,Para Hoteles,0.21,""
2013-03-01,Cuyo,Total,0.31,""
2013-03-01,Córdoba,1 y 2 estrellas,0.27,""
2013-03-01,Córdoba,3 estrellas/boutiques/aparts,0.39,""
2013-03-01,Córdoba,4 y 5 estrellas,0.37,""
2013-03-01,Córdoba,Para Hoteles,0.28,""
2013-03-01,Córdoba,Total,0.3,""
2013-03-01,Litoral,1 y 2 estrellas,0.24,""
2013-03-01,Litoral,3 estrellas/boutiques/aparts,0.31,""
2013-03-01,Litoral,4 y 5 estrellas,0.39,""
2013-03-01,Litoral,Para Hoteles,0.21,""
2013-03-01,Litoral,Total,0.29,""
2013-03-01,Norte,1 y 2 estrellas,0.23,""
2013-03-01,Norte,3 estrellas/boutiques/aparts,0.3,""
2013-03-01,Norte,4 y 5 estrellas,0.35,""
2013-03-01,Norte,Para Hoteles,0.22,""
2013-03-01,Norte,Total,0.27,""
2013-03-01,Patagonia,1 y 2 estrellas,0.34,""
2013-03-01,Patagonia,3 estrellas/boutiques/aparts,0.3,""
2013-03-01,Patagonia,4 y 5 estrellas,0.39,""
2013-03-01,Patagonia,Para Hoteles,0.27,""
2013-03-01,Patagonia,Total,0.31,""
2013-04-01,Buenos Aires,1 y 2 estrellas,0.15,""
2013-04-01,Buenos Aires,3 estrellas/boutiques/aparts,0.16,""
2013-04-01,Buenos Aires,4 y 5 estrellas,0.22,""
2013-04-01,Buenos Aires,Para Hoteles,0.13,""
2013-04-01,Buenos Aires,Total,0.15,""
2013-04-01,CABA,1 y 2 estrellas,0.35,""
2013-04-01,CABA,3 estrellas/boutiques/aparts,0.41,""
2013-04-01,CABA,4 y 5 estrellas,0.45,""
2013-04-01,CABA,Para Hoteles,0.35,""
2013-04-01,CABA,Total,0.41,""
2013-04-01,Cuyo,1 y 2 estrellas,0.23,""
2013-04-01,Cuyo,3 estrellas/boutiques/aparts,0.31,""
2013-04-01,Cuyo,4 y 5 estrellas,0.34,""
2013-04-01,Cuyo,Para Hoteles,0.14,""
2013-04-01,Cuyo,Total,0.26,""
2013-04-01,Córdoba,1 y 2 estrellas,0.21,""
2013-04-01,Córdoba,3 estrellas/boutiques/aparts,0.25,""
2013-04-01,Córdoba,4 y 5 estrellas,0.32,""
2013-04-01,Córdoba,Para Hoteles,0.14,""
2013-04-01,Córdoba,Total,0.2,""
2013-04-01,Litoral,1 y 2 estrellas,0.23,""
2013-04-01,Litoral,3 estrellas/boutiques/aparts,0.29,""
2013-04-01,Litoral,4 y 5 estrellas,0.34,""
2013-04-01,Litoral,Para Hoteles,0.16,""
2013-04-01,Litoral,Total,0.26,""
2013-04-01,Norte,1 y 2 estrellas,0.21,""
2013-04-01,Norte,3 estrellas/boutiques/aparts,0.25,""
2013-04-01,Norte,4 y 5 estrellas,0.33,""
2013-04-01,Norte,Para Hoteles,0.18,""
2013-04-01,Norte,Total,0.23,""
2013-04-01,Patagonia,1 y 2 estrellas,0.26,""
2013-04-01,Patagonia,3 estrellas/boutiques/aparts,0.22,""
2013-04-01,Patagonia,4 y 5 estrellas,0.29,""
2013-04-01,Patagonia,Para Hoteles,0.17,""
2013-04-01,Patagonia,Total,0.22,""
2013-05-01,Buenos Aires,1 y 2 estrellas,0.1,""
2013-05-01,Buenos Aires,3 estrellas/boutiques/aparts,0.13,""
2013-05-01,Buenos Aires,4 y 5 estrellas,0.15,""
2013-05-01,Buenos Aires,Para Hoteles,0.09,""
2013-05-01,Buenos Aires,Total,0.11,""
2013-05-01,CABA,1 y 2 estrellas,0.39,""
2013-05-01,CABA,3 estrellas/boutiques/aparts,0.43,""
2013-05-01,CABA,4 y 5 estrellas,0.45,""
2013-05-01,CABA,Para Hoteles,0.34,""
2013-05-01,CABA,Total,0.42,""
2013-05-01,Cuyo,1 y 2 estrellas,0.17,""
2013-05-01,Cuyo,3 estrellas/boutiques/aparts,0.26,""
2013-05-01,Cuyo,4 y 5 estrellas,0.3,""
2013-05-01,Cuyo,Para Hoteles,0.12,""
2013-05-01,Cuyo,Total,0.22,""
2013-05-01,Córdoba,1 y 2 estrellas,0.18,""
2013-05-01,Córdoba,3 estrellas/boutiques/aparts,0.25,""
2013-05-01,Córdoba,4 y 5 estrellas,0.32,""
2013-05-01,Córdoba,Para Hoteles,0.1,""
2013-05-01,Córdoba,Total,0.18,""
2013-05-01,Litoral,1 y 2 estrellas,0.28,""
2013-05-01,Litoral,3 estrellas/boutiques/aparts,0.3,""
2013-05-01,Litoral,4 y 5 estrellas,0.36,""
2013-05-01,Litoral,Para Hoteles,0.15,""
2013-05-01,Litoral,Total,0.27,""
2013-05-01,Norte,1 y 2 estrellas,0.19,""
2013-05-01,Norte,3 estrellas/boutiques/aparts,0.26,""
2013-05-01,Norte,4 y 5 estrellas,0.34,""
2013-05-01,Norte,Para Hoteles,0.16,""
2013-05-01,Norte,Total,0.23,""
2013-05-01,Patagonia,1 y 2 estrellas,0.23,""
2013-05-01,Patagonia,3 estrellas/boutiques/aparts,0.17,""
2013-05-01,Patagonia,4 y 5 estrellas,0.24,""
2013-05-01,Patagonia,Para Hoteles,0.11,""
2013-05-01,Patagonia,Total,0.18,""
2013-06-01,Buenos Aires,1 y 2 estrellas,0.11,""
2013-06-01,Buenos Aires,3 estrellas/boutiques/aparts,0.15,""
2013-06-01,Buenos Aires,4 y 5 estrellas,0.2,""
2013-06-01,Buenos Aires,Para Hoteles,0.12,""
2013-06-01,Buenos Aires,Total,0.14,""
2013-06-01,CABA,1 y 2 estrellas,0.38,""
2013-06-01,CABA,3 estrellas/boutiques/aparts,0.46,""
2013-06-01,CABA,4 y 5 estrellas,0.47,""
2013-06-01,CABA,Para Hoteles,0.34,""
2013-06-01,CABA,Total,0.43,""
2013-06-01,Cuyo,1 y 2 estrellas,0.2,""
2013-06-01,Cuyo,3 estrellas/boutiques/aparts,0.28,""
2013-06-01,Cuyo,4 y 5 estrellas,0.29,""
2013-06-01,Cuyo,Para Hoteles,0.13,""
2013-06-01,Cuyo,Total,0.23,""
2013-06-01,Córdoba,1 y 2 estrellas,0.19,""
2013-06-01,Córdoba,3 estrellas/boutiques/aparts,0.27,""
2013-06-01,Córdoba,4 y 5 estrellas,0.33,""
2013-06-01,Córdoba,Para Hoteles,0.11,""
2013-06-01,Córdoba,Total,0.19,""
2013-06-01,Litoral,1 y 2 estrellas,0.28,""
2013-06-01,Litoral,3 estrellas/boutiques/aparts,0.32,""
2013-06-01,Litoral,4 y 5 estrellas,0.39,""
2013-06-01,Litoral,Para Hoteles,0.15,""
2013-06-01,Litoral,Total,0.28,""
2013-06-01,Norte,1 y 2 estrellas,0.24,""
2013-06-01,Norte,3 estrellas/boutiques/aparts,0.26,""
2013-06-01,Norte,4 y 5 estrellas,0.38,""
2013-06-01,Norte,Para Hoteles,0.17,""
2013-06-01,Norte,Total,0.25,""
2013-06-01,Patagonia,1 y 2 estrellas,0.3,""
2013-06-01,Patagonia,3 estrellas/boutiques/aparts,0.23,""
2013-06-01,Patagonia,4 y 5 estrellas,0.33,""
2013-06-01,Patagonia,Para Hoteles,0.13,""
2013-06-01,Patagonia,Total,0.23,""
2013-07-01,Buenos Aires,1 y 2 estrellas,0.12,""
2013-07-01,Buenos Aires,3 estrellas/boutiques/aparts,0.21,""
2013-07-01,Buenos Aires,4 y 5 estrellas,0.26,""
2013-07-01,Buenos Aires,Para Hoteles,0.14,""
2013-07-01,Buenos Aires,Total,0.17,""
2013-07-01,CABA,1 y 2 estrellas,0.45,""
2013-07-01,CABA,3 estrellas/boutiques/aparts,0.55,""
2013-07-01,CABA,4 y 5 estrellas,0.54,""
2013-07-01,CABA,Para Hoteles,0.41,""
2013-07-01,CABA,Total,0.51,""
2013-07-01,Cuyo,1 y 2 estrellas,0.29,""
2013-07-01,Cuyo,3 estrellas/boutiques/aparts,0.41,""
2013-07-01,Cuyo,4 y 5 estrellas,0.44,""
2013-07-01,Cuyo,Para Hoteles,0.21,""
2013-07-01,Cuyo,Total,0.34,""
2013-07-01,Córdoba,1 y 2 estrellas,0.26,""
2013-07-01,Córdoba,3 estrellas/boutiques/aparts,0.39,""
2013-07-01,Córdoba,4 y 5 estrellas,0.48,""
2013-07-01,Córdoba,Para Hoteles,0.23,""
2013-07-01,Córdoba,Total,0.29,""
2013-07-01,Litoral,1 y 2 estrellas,0.29,""
2013-07-01,Litoral,3 estrellas/boutiques/aparts,0.36,""
2013-07-01,Litoral,4 y 5 estrellas,0.44,""
2013-07-01,Litoral,Para Hoteles,0.23,""
2013-07-01,Litoral,Total,0.33,""
2013-07-01,Norte,1 y 2 estrellas,0.39,""
2013-07-01,Norte,3 estrellas/boutiques/aparts,0.4,""
2013-07-01,Norte,4 y 5 estrellas,0.55,""
2013-07-01,Norte,Para Hoteles,0.32,""
2013-07-01,Norte,Total,0.39,""
2013-07-01,Patagonia,1 y 2 estrellas,0.51,""
2013-07-01,Patagonia,3 estrellas/boutiques/aparts,0.43,""
2013-07-01,Patagonia,4 y 5 estrellas,0.57,""
2013-07-01,Patagonia,Para Hoteles,0.34,""
2013-07-01,Patagonia,Total,0.44,""
2013-08-01,Buenos Aires,1 y 2 estrellas,0.11,""
2013-08-01,Buenos Aires,3 estrellas/boutiques/aparts,0.16,""
2013-08-01,Buenos Aires,4 y 5 estrellas,0.19,""
2013-08-01,Buenos Aires,Para Hoteles,0.11,""
2013-08-01,Buenos Aires,Total,0.14,""
2013-08-01,CABA,1 y 2 estrellas,0.38,""
2013-08-01,CABA,3 estrellas/boutiques/aparts,0.45,""
2013-08-01,CABA,4 y 5 estrellas,0.47,""
2013-08-01,CABA,Para Hoteles,0.37,""
2013-08-01,CABA,Total,0.44,""
2013-08-01,Cuyo,1 y 2 estrellas,0.22,""
2013-08-01,Cuyo,3 estrellas/boutiques/aparts,0.31,""
2013-08-01,Cuyo,4 y 5 estrellas,0.37,""
2013-08-01,Cuyo,Para Hoteles,0.13,""
2013-08-01,Cuyo,Total,0.26,""
2013-08-01,Córdoba,1 y 2 estrellas,0.18,""
2013-08-01,Córdoba,3 estrellas/boutiques/aparts,0.28,""
2013-08-01,Córdoba,4 y 5 estrellas,0.37,""
2013-08-01,Córdoba,Para Hoteles,0.12,""
2013-08-01,Córdoba,Total,0.19,""
2013-08-01,Litoral,1 y 2 estrellas,0.28,""
2013-08-01,Litoral,3 estrellas/boutiques/aparts,0.31,""
2013-08-01,Litoral,4 y 5 estrellas,0.38,""
2013-08-01,Litoral,Para Hoteles,0.18,""
2013-08-01,Litoral,Total,0.29,""
2013-08-01,Norte,1 y 2 estrellas,0.24,""
2013-08-01,Norte,3 estrellas/boutiques/aparts,0.32,""
2013-08-01,Norte,4 y 5 estrellas,0.43,""
2013-08-01,Norte,Para Hoteles,0.21,""
2013-08-01,Norte,Total,0.28,""
2013-08-01,Patagonia,1 y 2 estrellas,0.51,""
2013-08-01,Patagonia,3 estrellas/boutiques/aparts,0.36,""
2013-08-01,Patagonia,4 y 5 estrellas,0.48,""
2013-08-01,Patagonia,Para Hoteles,0.25,""
2013-08-01,Patagonia,Total,0.38,""
2013-09-01,Buenos Aires,1 y 2 estrellas,0.14,""
2013-09-01,Buenos Aires,3 estrellas/boutiques/aparts,0.18,""
2013-09-01,Buenos Aires,4 y 5 estrellas,0.25,""
2013-09-01,Buenos Aires,Para Hoteles,0.13,""
2013-09-01,Buenos Aires,Total,0.16,""
2013-09-01,CABA,1 y 2 estrellas,0.41,""
2013-09-01,CABA,3 estrellas/boutiques/aparts,0.49,""
2013-09-01,CABA,4 y 5 estrellas,0.52,""
2013-09-01,CABA,Para Hoteles,0.41,""
2013-09-01,CABA,Total,0.48,""
2013-09-01,Cuyo,1 y 2 estrellas,0.22,""
2013-09-01,Cuyo,3 estrellas/boutiques/aparts,0.34,""
2013-09-01,Cuyo,4 y 5 estrellas,0.4,""
2013-09-01,Cuyo,Para Hoteles,0.15,""
2013-09-01,Cuyo,Total,0.28,""
2013-09-01,Córdoba,1 y 2 estrellas,0.23,""
2013-09-01,Córdoba,3 estrellas/boutiques/aparts,0.29,""
2013-09-01,Córdoba,4 y 5 estrellas,0.38,""
2013-09-01,Córdoba,Para Hoteles,0.1,""
2013-09-01,Córdoba,Total,0.2,""
2013-09-01,Litoral,1 y 2 estrellas,0.32,""
2013-09-01,Litoral,3 estrellas/boutiques/aparts,0.35,""
2013-09-01,Litoral,4 y 5 estrellas,0.41,""
2013-09-01,Litoral,Para Hoteles,0.19,""
2013-09-01,Litoral,Total,0.32,""
2013-09-01,Norte,1 y 2 estrellas,0.24,""
2013-09-01,Norte,3 estrellas/boutiques/aparts,0.28,""
2013-09-01,Norte,4 y 5 estrellas,0.44,""
2013-09-01,Norte,Para Hoteles,0.21,""
2013-09-01,Norte,Total,0.27,""
2013-09-01,Patagonia,1 y 2 estrellas,0.51,""
2013-09-01,Patagonia,3 estrellas/boutiques/aparts,0.37,""
2013-09-01,Patagonia,4 y 5 estrellas,0.51,""
2013-09-01,Patagonia,Para Hoteles,0.25,""
2013-09-01,Patagonia,Total,0.39,""
2013-10-01,Buenos Aires,1 y 2 estrellas,0.16,""
2013-10-01,Buenos Aires,3 estrellas/boutiques/aparts,0.23,""
2013-10-01,Buenos Aires,4 y 5 estrellas,0.27,""
2013-10-01,Buenos Aires,Para Hoteles,0.18,""
2013-10-01,Buenos Aires,Total,0.2,""
2013-10-01,CABA,1 y 2 estrellas,0.44,""
2013-10-01,CABA,3 estrellas/boutiques/aparts,0.51,""
2013-10-01,CABA,4 y 5 estrellas,0.54,""
2013-10-01,CABA,Para Hoteles,0.39,""
2013-10-01,CABA,Total,0.49,""
2013-10-01,Cuyo,1 y 2 estrellas,0.26,""
2013-10-01,Cuyo,3 estrellas/boutiques/aparts,0.32,""
2013-10-01,Cuyo,4 y 5 estrellas,0.43,""
2013-10-01,Cuyo,Para Hoteles,0.16,""
2013-10-01,Cuyo,Total,0.29,""
2013-10-01,Córdoba,1 y 2 estrellas,0.23,""
2013-10-01,Córdoba,3 estrellas/boutiques/aparts,0.31,""
2013-10-01,Córdoba,4 y 5 estrellas,0.37,""
2013-10-01,Córdoba,Para Hoteles,0.18,""
2013-10-01,Córdoba,Total,0.24,""
2013-10-01,Litoral,1 y 2 estrellas,0.3,""
2013-10-01,Litoral,3 estrellas/boutiques/aparts,0.32,""
2013-10-01,Litoral,4 y 5 estrellas,0.4,""
2013-10-01,Litoral,Para Hoteles,0.19,""
2013-10-01,Litoral,Total,0.31,""
2013-10-01,Norte,1 y 2 estrellas,0.22,""
2013-10-01,Norte,3 estrellas/boutiques/aparts,0.28,""
2013-10-01,Norte,4 y 5 estrellas,0.42,""
2013-10-01,Norte,Para Hoteles,0.2,""
2013-10-01,Norte,Total,0.26,""
2013-10-01,Patagonia,1 y 2 estrellas,0.42,""
2013-10-01,Patagonia,3 estrellas/boutiques/aparts,0.3,""
2013-10-01,Patagonia,4 y 5 estrellas,0.41,""
2013-10-01,Patagonia,Para Hoteles,0.21,""
2013-10-01,Patagonia,Total,0.32,""
2013-11-01,Buenos Aires,1 y 2 estrellas,0.2,""
2013-11-01,Buenos Aires,3 estrellas/boutiques/aparts,0.29,""
2013-11-01,Buenos Aires,4 y 5 estrellas,0.41,""
2013-11-01,Buenos Aires,Para Hoteles,0.32,""
2013-11-01,Buenos Aires,Total,0.3,""
2013-11-01,CABA,1 y 2 estrellas,0.45,""
2013-11-01,CABA,3 estrellas/boutiques/aparts,0.54,""
2013-11-01,CABA,4 y 5 estrellas,0.61,""
2013-11-01,CABA,Para Hoteles,0.43,""
2013-11-01,CABA,Total,0.53,""
2013-11-01,Cuyo,1 y 2 estrellas,0.22,""
2013-11-01,Cuyo,3 estrellas/boutiques/aparts,0.32,""
2013-11-01,Cuyo,4 y 5 estrellas,0.37,""
2013-11-01,Cuyo,Para Hoteles,0.17,""
2013-11-01,Cuyo,Total,0.27,""
2013-11-01,Córdoba,1 y 2 estrellas,0.27,""
2013-11-01,Córdoba,3 estrellas/boutiques/aparts,0.37,""
2013-11-01,Córdoba,4 y 5 estrellas,0.42,""
2013-11-01,Córdoba,Para Hoteles,0.15,""
2013-11-01,Córdoba,Total,0.25,""
2013-11-01,Litoral,1 y 2 estrellas,0.26,""
2013-11-01,Litoral,3 estrellas/boutiques/aparts,0.3,""
2013-11-01,Litoral,4 y 5 estrellas,0.42,""
2013-11-01,Litoral,Para Hoteles,0.2,""
2013-11-01,Litoral,Total,0.3,""
2013-11-01,Norte,1 y 2 estrellas,0.23,""
2013-11-01,Norte,3 estrellas/boutiques/aparts,0.27,""
2013-11-01,Norte,4 y 5 estrellas,0.43,""
2013-11-01,Norte,Para Hoteles,0.19,""
2013-11-01,Norte,Total,0.26,""
2013-11-01,Patagonia,1 y 2 estrellas,0.37,""
2013-11-01,Patagonia,3 estrellas/boutiques/aparts,0.34,""
2013-11-01,Patagonia,4 y 5 estrellas,0.47,""
2013-11-01,Patagonia,Para Hoteles,0.29,""
2013-11-01,Patagonia,Total,0.35,""
2013-12-01,Buenos Aires,1 y 2 estrellas,0.19,""
2013-12-01,Buenos Aires,3 estrellas/boutiques/aparts,0.28,""
2013-12-01,Buenos Aires,4 y 5 estrellas,0.36,""
2013-12-01,Buenos Aires,Para Hoteles,0.23,""
2013-12-01,Buenos Aires,Total,0.25,""
2013-12-01,CABA,1 y 2 estrellas,0.36,""
2013-12-01,CABA,3 estrellas/boutiques/aparts,0.46,""
2013-12-01,CABA,4 y 5 estrellas,0.51,""
2013-12-01,CABA,Para Hoteles,0.37,""
2013-12-01,CABA,Total,0.45,""
2013-12-01,Cuyo,1 y 2 estrellas,0.16,""
2013-12-01,Cuyo,3 estrellas/boutiques/aparts,0.26,""
2013-12-01,Cuyo,4 y 5 estrellas,0.27,""
2013-12-01,Cuyo,Para Hoteles,0.13,""
2013-12-01,Cuyo,Total,0.21,""
2013-12-01,Córdoba,1 y 2 estrellas,0.27,""
2013-12-01,Córdoba,3 estrellas/boutiques/aparts,0.36,""
2013-12-01,Córdoba,4 y 5 estrellas,0.33,""
2013-12-01,Córdoba,Para Hoteles,0.2,""
2013-12-01,Córdoba,Total,0.26,""
2013-12-01,Litoral,1 y 2 estrellas,0.22,""
2013-12-01,Litoral,3 estrellas/boutiques/aparts,0.25,""
2013-12-01,Litoral,4 y 5 estrellas,0.33,""
2013-12-01,Litoral,Para Hoteles,0.18,""
2013-12-01,Litoral,Total,0.25,""
2013-12-01,Norte,1 y 2 estrellas,0.17,""
2013-12-01,Norte,3 estrellas/boutiques/aparts,0.21,""
2013-12-01,Norte,4 y 5 estrellas,0.26,""
2013-12-01,Norte,Para Hoteles,0.16,""
2013-12-01,Norte,Total,0.19,""
2013-12-01,Patagonia,1 y 2 estrellas,0.46,""
2013-12-01,Patagonia,3 estrellas/boutiques/aparts,0.31,""
2013-12-01,Patagonia,4 y 5 estrellas,0.4,""
2013-12-01,Patagonia,Para Hoteles,0.3,""
2013-12-01,Patagonia,Total,0.35,""
2014-01-01,Buenos Aires,1 y 2 estrellas,0.59,""
2014-01-01,Buenos Aires,3 estrellas/boutiques/aparts,0.66,""
2014-01-01,Buenos Aires,4 y 5 estrellas,0.63,""
2014-01-01,Buenos Aires,Para Hoteles,0.58,""
2014-01-01,Buenos Aires,Total,0.61,""
2014-01-01,CABA,1 y 2 estrellas,0.31,""
2014-01-01,CABA,3 estrellas/boutiques/aparts,0.4,""
2014-01-01,CABA,4 y 5 estrellas,0.45,""
2014-01-01,CABA,Para Hoteles,0.33,""
2014-01-01,CABA,Total,0.4,""
2014-01-01,Cuyo,1 y 2 estrellas,0.23,""
2014-01-01,Cuyo,3 estrellas/boutiques/aparts,0.41,""
2014-01-01,Cuyo,4 y 5 estrellas,0.39,""
2014-01-01,Cuyo,Para Hoteles,0.31,""
2014-01-01,Cuyo,Total,0.34,""
2014-01-01,Córdoba,1 y 2 estrellas,0.47,""
2014-01-01,Córdoba,3 estrellas/boutiques/aparts,0.55,""
2014-01-01,Córdoba,4 y 5 estrellas,0.48,""
2014-01-01,Córdoba,Para Hoteles,0.6,""
2014-01-01,Córdoba,Total,0.54,""
2014-01-01,Litoral,1 y 2 estrellas,0.31,""
2014-01-01,Litoral,3 estrellas/boutiques/aparts,0.34,""
2014-01-01,Litoral,4 y 5 estrellas,0.4,""
2014-01-01,Litoral,Para Hoteles,0.36,""
2014-01-01,Litoral,Total,0.36,""
2014-01-01,Norte,1 y 2 estrellas,0.24,""
2014-01-01,Norte,3 estrellas/boutiques/aparts,0.29,""
2014-01-01,Norte,4 y 5 estrellas,0.31,""
2014-01-01,Norte,Para Hoteles,0.3,""
2014-01-01,Norte,Total,0.29,""
2014-01-01,Patagonia,1 y 2 estrellas,0.47,""
2014-01-01,Patagonia,3 estrellas/boutiques/aparts,0.55,""
2014-01-01,Patagonia,4 y 5 estrellas,0.62,""
2014-01-01,Patagonia,Para Hoteles,0.56,""
2014-01-01,Patagonia,Total,0.55,""
2014-02-01,Buenos Aires,1 y 2 estrellas,0.49,""
2014-02-01,Buenos Aires,3 estrellas/boutiques/aparts,0.6,""
2014-02-01,Buenos Aires,4 y 5 estrellas,0.56,""
2014-02-01,Buenos Aires,Para Hoteles,0.51,""
2014-02-01,Buenos Aires,Total,0.53,""
2014-02-01,CABA,1 y 2 estrellas,0.3,""
2014-02-01,CABA,3 estrellas/boutiques/aparts,0.41,""
2014-02-01,CABA,4 y 5 estrellas,0.46,""
2014-02-01,CABA,Para Hoteles,0.37,""
2014-02-01,CABA,Total,0.41,""
2014-02-01,Cuyo,1 y 2 estrellas,0.24,""
2014-02-01,Cuyo,3 estrellas/boutiques/aparts,0.42,""
2014-02-01,Cuyo,4 y 5 estrellas,0.41,""
2014-02-01,Cuyo,Para Hoteles,0.3,""
2014-02-01,Cuyo,Total,0.35,""
2014-02-01,Córdoba,1 y 2 estrellas,0.43,""
2014-02-01,Córdoba,3 estrellas/boutiques/aparts,0.44,""
2014-02-01,Córdoba,4 y 5 estrellas,0.45,""
2014-02-01,Córdoba,Para Hoteles,0.48,""
2014-02-01,Córdoba,Total,0.45,""
2014-02-01,Litoral,1 y 2 estrellas,0.38,""
2014-02-01,Litoral,3 estrellas/boutiques/aparts,0.37,""
2014-02-01,Litoral,4 y 5 estrellas,0.37,""
2014-02-01,Litoral,Para Hoteles,0.36,""
2014-02-01,Litoral,Total,0.37,""
2014-02-01,Norte,1 y 2 estrellas,0.23,""
2014-02-01,Norte,3 estrellas/boutiques/aparts,0.27,""
2014-02-01,Norte,4 y 5 estrellas,0.32,""
2014-02-01,Norte,Para Hoteles,0.24,""
2014-02-01,Norte,Total,0.26,""
2014-02-01,Patagonia,1 y 2 estrellas,0.38,""
2014-02-01,Patagonia,3 estrellas/boutiques/aparts,0.52,""
2014-02-01,Patagonia,4 y 5 estrellas,0.55,""
2014-02-01,Patagonia,Para Hoteles,0.5,""
2014-02-01,Patagonia,Total,0.49,""
2014-03-01,Buenos Aires,1 y 2 estrellas,0.24,""
2014-03-01,Buenos Aires,3 estrellas/boutiques/aparts,0.34,""
2014-03-01,Buenos Aires,4 y 5 estrellas,0.35,""
2014-03-01,Buenos Aires,Para Hoteles,0.3,""
2014-03-01,Buenos Aires,Total,0.3,""
2014-03-01,CABA,1 y 2 estrellas,0.32,""
2014-03-01,CABA,3 estrellas/boutiques/aparts,0.47,""
2014-03-01,CABA,4 y 5 estrellas,0.52,""
2014-03-01,CABA,Para Hoteles,0.41,""
2014-03-01,CABA,Total,0.46,""
2014-03-01,Cuyo,1 y 2 estrellas,0.22,""
2014-03-01,Cuyo,3 estrellas/boutiques/aparts,0.34,""
2014-03-01,Cuyo,4 y 5 estrellas,0.39,""
2014-03-01,Cuyo,Para Hoteles,0.19,""
2014-03-01,Cuyo,Total,0.28,""
2014-03-01,Córdoba,1 y 2 estrellas,0.28,""
2014-03-01,Córdoba,3 estrellas/boutiques/aparts,0.34,""
2014-03-01,Córdoba,4 y 5 estrellas,0.36,""
2014-03-01,Córdoba,Para Hoteles,0.24,""
2014-03-01,Córdoba,Total,0.28,""
2014-03-01,Litoral,1 y 2 estrellas,0.25,""
2014-03-01,Litoral,3 estrellas/boutiques/aparts,0.36,""
2014-03-01,Litoral,4 y 5 estrellas,0.39,""
2014-03-01,Litoral,Para Hoteles,0.27,""
2014-03-01,Litoral,Total,0.32,""
2014-03-01,Norte,1 y 2 estrellas,0.23,""
2014-03-01,Norte,3 estrellas/boutiques/aparts,0.27,""
2014-03-01,Norte,4 y 5 estrellas,0.33,""
2014-03-01,Norte,Para Hoteles,0.19,""
2014-03-01,Norte,Total,0.24,""
2014-03-01,Patagonia,1 y 2 estrellas,0.31,""
2014-03-01,Patagonia,3 estrellas/boutiques/aparts,0.34,""
2014-03-01,Patagonia,4 y 5 estrellas,0.41,""
2014-03-01,Patagonia,Para Hoteles,0.29,""
2014-03-01,Patagonia,Total,0.33,""
2014-04-01,Buenos Aires,1 y 2 estrellas,0.13,""
2014-04-01,Buenos Aires,3 estrellas/boutiques/aparts,0.2,""
2014-04-01,Buenos Aires,4 y 5 estrellas,0.24,""
2014-04-01,Buenos Aires,Para Hoteles,0.15,""
2014-04-01,Buenos Aires,Total,0.17,""
2014-04-01,CABA,1 y 2 estrellas,0.35,""
2014-04-01,CABA,3 estrellas/boutiques/aparts,0.48,""
2014-04-01,CABA,4 y 5 estrellas,0.5,""
2014-04-01,CABA,Para Hoteles,0.39,""
2014-04-01,CABA,Total,0.45,""
2014-04-01,Cuyo,1 y 2 estrellas,0.2,""
2014-04-01,Cuyo,3 estrellas/boutiques/aparts,0.29,""
2014-04-01,Cuyo,4 y 5 estrellas,0.37,""
2014-04-01,Cuyo,Para Hoteles,0.14,""
2014-04-01,Cuyo,Total,0.25,""
2014-04-01,Córdoba,1 y 2 estrellas,0.22,""
2014-04-01,Córdoba,3 estrellas/boutiques/aparts,0.29,""
2014-04-01,Córdoba,4 y 5 estrellas,0.37,""
2014-04-01,Córdoba,Para Hoteles,0.17,""
2014-04-01,Córdoba,Total,0.23,""
2014-04-01,Litoral,1 y 2 estrellas,0.25,""
2014-04-01,Litoral,3 estrellas/boutiques/aparts,0.33,""
2014-04-01,Litoral,4 y 5 estrellas,0.36,""
2014-04-01,Litoral,Para Hoteles,0.23,""
2014-04-01,Litoral,Total,0.3,""
2014-04-01,Norte,1 y 2 estrellas,0.25,""
2014-04-01,Norte,3 estrellas/boutiques/aparts,0.28,""
2014-04-01,Norte,4 y 5 estrellas,0.4,""
2014-04-01,Norte,Para Hoteles,0.19,""
2014-04-01,Norte,Total,0.26,""
