periodo;rama_sector;fbkf_$2004
2008;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 910 
2008;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; 4 
2008;525. Venta al por menor no realizada en establecimientos; 10 
2008;526. Reparación de efectos personales y enseres domésticos; 15 
2008;H - Servicios de hotelería y restaurantes; 838 
2008;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 637 
2008;552. Servicios de expendio de comidas y bebidas; 201 
2008;I - Servicios de transporte, de almacenamiento y de comunicaciones; 10.129 
2008;601. Servicio de transporte ferroviario; 654 
2008;602. Servicio de transporte automotor; 2.664 
2008;603. Servicio de transporte por tuberías; 267 
2008;611. Servicio de transporte marítimo; 206 
2008;612. Servicio de transporte fluvial; 91 
2008;621. Servicio de transporte aéreo de cargas; 11 
2008;622. Servicio de transporte aéreo de pasajeros;-23 
2008;631. Servicios de manipulación de carga; 24 
2008;632. Servicios de almacenamiento y depósito; 101 
2008;633. Servicios complementarios para el transporte; 678 
2008;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 76 
2008;635. Servicios de gestión y logística para el transporte de mercaderías; 78 
2008;641. Servicios de correos; 6 
2008;642. Servicios de telecomunicaciones; 5.295 
2008;J - Intermediación financiera y otros servicios financieros; 4.479 
2008;651. Intermediación monetaria y financiera de la banca central; 0 
2008;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 677 
2008;659. Servicios financieros excepto los de la banca central y las entidades financieras; 3.560 
2008;661. Servicios de seguros; 154 
2008;662. Servicios de administración de fondos de jubilaciones y pensiones; 7 
2008;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 64 
2008;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 15 
2008;K - Servicios inmobiliarios, empresariales y de alquiler; 4.598 
2008;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 2.482 
2008;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 529 
2008;711. Alquiler de equipo de transporte; 126 
2008;712. Alquiler de maquinaria y equipo n.c.p.; 218 
2008;713. Alquiler de efectos personales y enseres domésticos n.c.p.; 6 
2008;721. Servicios de consultores en equipo de informática; 6 
2008;722. Servicios de consultores en informática y suministros de programas de informática; 112 
2008;723. Procesamiento de datos; 68 
2008;724. Servicios relacionados con bases de datos; 49 
2008;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática;-6 
2008;729. Actividades de informática n.c.p.; 186 
2008;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 31 
2008;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 6 
2008;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 117 
2008;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 100 
2008;743. Servicios de publicidad; 60 
2008;749. Servicios empresariales n.c.p.; 509 
2008;L - Administración pública, defensa y seguridad social obligatoria; 70 
2008;751. Servicios de la administración pública; 43 
2008;752. Prestación pública de servicios a la comunidad en general;-2 
2008;753. Servicios de la seguridad social obligatoria; 29 
2008;M - Enseñanza; 378 
2008;801. Enseñanza inicial y primaria; 134 
2008;802. Enseñanza secundaria; 125 
2008;803. Enseñanza superior y formación de posgrado; 90 
2008;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 29 
2008;N - Servicios sociales y de salud; 834 
2008;851. Servicios relacionados con la salud humana; 808 
2008;852. Servicios veterinarios; 2 
2008;853. Servicios sociales; 24 
2008;O - Servicios comunitarios, sociales y personales n.c.p.; 4.719 
2008;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 179 
2008;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 589 
2008;912. Servicios de sindicatos; 422 
2008;919. Servicios de asociaciones n.c.p.; 1.360 
2008;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 173 
2008;922. Servicios de agencias de noticias; 18 
2008;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 3 
2008;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 1.865 
2008;930. Servicios n.c.p.; 110 
2008;Otras actividades; 4 
2009;Reproductiva Privada Total; 58.576 
2009;A - Agricultura, ganadería, caza y silvicultura; 3.216 
2009;011. Cultivos agrícolas; 1.779 
2009;012. Cría de animales; 1.276 
2009;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 161 
2009;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos; 0 
2009;020. Silvicultura, extracción de madera y servicios conexos; 0 
2009;B - Pesca y servicios conexos; 210 
2009;050. Pesca y servicios conexos; 210 
2009;C - Explotación de minas y canteras; 11.325 
2009;101. Extracción y aglomeración de carbón; 2 
2009;102. Extracción y aglomeración de lignito; -   
2009;103. Extracción y aglomeración de turba;-0 
2009;111. Extracción de petróleo crudo y gas natural; 8.102 
2009;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 770 
2009;120. Extracción de minerales y concentrados de uranio y torio; -   
2009;131. Extracción de minerales de hierro; 235 
2009;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 1.608 
2009;141. Extracción de piedra, arena y arcillas; 41 
2009;142. Explotación de minas y canteras n.c.p.; 568 
2009;D - Industria manufacturera; 12.469 
2009;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 1.826 
2009;152.Elaboración de productos lácteos; 543 
2009;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 549 
2009;154. Elaboración de productos alimenticios n.c.p.; 788 
2009;155. Elaboración de bebidas; 894 
2009;160. Elaboración de productos de tabaco; 11 
2009;171. Fabricación de hilados y tejidos, acabado de productos textiles;-23 
2009;172. Fabricación de productos textiles n.c.p.; 87 
2009;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 8 
2009;181. Confección de prendas de vestir, excepto prendas de piel; 60 
2009;"182. Terminación y teñido de pieles; fabricación de artículos de piel";-1 
2009;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería";-35 
2009;192. Fabricación de calzado y de sus partes; 39 
2009;201. Aserrado y cepillado de madera; 16 
2009;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 55 
2009;210. Fabricación de papel y productos de papel; 50 
2009;221. Edición; 78 
2009;222. Impresión y servicios conexos; 133 
2009;223. Reproducción de grabaciones; 0 
2009;231. Fabricación de productos de hornos de coque; 0 
2009;232. Fabricación de productos de la refinación del petróleo; 511 
2009;233. Elaboración de combustible nuclear; 8 
2009;241. Fabricación de sustancias químicas básicas; 207 
2009;242. Fabricación de productos químicos n.c.p.; 1.226 
2009;243. Fabricación de fibras manufacturadas; 1 
2009;251. Fabricación de productos de caucho; 41 
2009;252. Fabricación de productos de plástico; 394 
2009;261. Fabricación de vidrio y productos de vidrio; 89 
2009;269. Fabricación de productos minerales no metálicos n.c.p.; 1.668 
2009;271. Industrias básicas de hierro y acero; 472 
2009;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 243 
2009;273. Fundición de metales; 41 
2009;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 81 
2009;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 443 
2009;291. Fabricación de maquinaria de uso general; 165 
2009;292. Fabricación de maquinaria de uso especial; 87 
2009;293. Fabricación de aparatos de uso doméstico n.c.p.; 73 
2009;300. Fabricación de maquinaria de oficina, contabilidad e informática; 9 
2009;311. Fabricación de motores, generadores y transformadores eléctricos; 28 
2009;312. Fabricación de aparatos de distribución y control de energía eléctrica; 54 
2009;313. Fabricación de hilos y cables aislados; 12 
2009;314. Fabricación de acumuladores y de pilas y baterías primarias; 3 
2009;315. Fabricación de lámparas eléctricas y equipo de iluminación; 4 
2009;319. Fabricación de equipo eléctrico n.c.p.; 13 
2009;321. Fabricación de tubos, válvulas y otros componentes electrónicos; 1 
2009;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 5 
2009;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 88 
2009;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 25 
2009;332. Fabricación de instrumentos de óptica y equipo fotográfico; 4 
2009;333. Fabricación de relojes;-0 
2009;341. Fabricación de vehículos automotores; 1.103 
2009;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 33 
2009;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 156 
2009;351. Construcción y reparación de buques y embarcaciones n.c.p.; 75 
2009;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías; 29 
2009;353. Fabricación y reparación de aeronaves; 31 
2009;359. Fabricación de equipo de transporte n.c.p.; 15 
2009;361. Fabricación de muebles y colchones; 61 
2009;369. Industrias manufactureras n.c.p.;-134 
2009;371. Reciclamiento de desperdicios y desechos metálicos; 8 
2009;372. Reciclamiento de desperdicios y desechos no metálicos; 18 
2009;E - Electricidad, gas y agua; 6.839 
2009;401. Generación, transporte y distribución de energía eléctrica; 5.240 
2009;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 148 
2009;403. Suministro de vapor y agua caliente; -   
2009;410. Captación, depuración y distribución de agua; 1.451 
2009;F - Construcción; 1.598 
2009;451. Preparación de terrenos para obras; 144 
2009;452. Construcción de edificios y sus partes y obras de ingeniería civil; 1.418 
2009;453. Instalaciones para edificios y obras de ingeniería civil; 21 
2009;454. Terminación de edificios y obras de ingeniería civil; 9 
2009;455. Alquiler de equipo de construcción o demolición dotado de operarios; 6 
2009;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 3.715 
2009;501. Venta de vehículos automotores, excepto motocicletas; 206 
2009;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 34 
2009;503. Venta de partes, piezas y accesorios de vehículos automotores; 117 
2009;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 194 
2009;505. Venta al por menor de combustible para vehículos automotores y motocicletas;-39 
2009;511. Venta al por mayor en comisión o consignación; 254 
2009;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 880 
2009;513. Venta al por mayor de artículos de uso doméstico y/o personal; 269 
2009;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 279 
2009;515. Venta al por mayor de máquinas, equipo y materiales conexos; 138 
2009;519. Venta al por mayor de mercancías n.c.p.; 76 
2009;521. Venta al por menor excepto la especializada; 719 
2009;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 80 
2009;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 485 
2009;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; 1 
2009;525. Venta al por menor no realizada en establecimientos; 9 
2009;526. Reparación de efectos personales y enseres domésticos; 12 
2009;H - Servicios de hotelería y restaurantes; 722 
2009;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 646 
2009;552. Servicios de expendio de comidas y bebidas; 76 
2009;I - Servicios de transporte, de almacenamiento y de comunicaciones; 7.056 
2009;601. Servicio de transporte ferroviario; 307 
2009;602. Servicio de transporte automotor; 2.073 
2009;603. Servicio de transporte por tuberías; 68 
2009;611. Servicio de transporte marítimo; 129 
2009;612. Servicio de transporte fluvial; 64 
2009;621. Servicio de transporte aéreo de cargas; 38 
2009;622. Servicio de transporte aéreo de pasajeros; 151 
2009;631. Servicios de manipulación de carga; 18 
2009;632. Servicios de almacenamiento y depósito; 120 
2009;633. Servicios complementarios para el transporte; 693 
2009;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 59 
2009;635. Servicios de gestión y logística para el transporte de mercaderías; 95 
2009;641. Servicios de correos; 11 
2009;642. Servicios de telecomunicaciones; 3.230 
2009;J - Intermediación financiera y otros servicios financieros; 3.529 
2009;651. Intermediación monetaria y financiera de la banca central;-9 
2009;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 705 
2009;659. Servicios financieros excepto los de la banca central y las entidades financieras; 2.522 
2009;661. Servicios de seguros; 327 
2009;662. Servicios de administración de fondos de jubilaciones y pensiones;-46 
2009;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 1 
2009;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 29 
2009;K - Servicios inmobiliarios, empresariales y de alquiler; 4.350 
2009;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 3.083 
2009;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 114 
2009;711. Alquiler de equipo de transporte; 76 
2009;712. Alquiler de maquinaria y equipo n.c.p.; 214 
2009;713. Alquiler de efectos personales y enseres domésticos n.c.p.;-2 
2009;721. Servicios de consultores en equipo de informática; 2 
2009;722. Servicios de consultores en informática y suministros de programas de informática; 92 
2009;723. Procesamiento de datos; 51 
2009;724. Servicios relacionados con bases de datos; 23 
2009;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 1 
2009;729. Actividades de informática n.c.p.;-49 
2009;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 26 
2009;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 3 
2009;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 169 
2009;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 127 
2009;743. Servicios de publicidad; 39 
2009;749. Servicios empresariales n.c.p.; 380 
2009;L - Administración pública, defensa y seguridad social obligatoria;-5 
2009;751. Servicios de la administración pública; 14 
2009;752. Prestación pública de servicios a la comunidad en general;-0 
2009;753. Servicios de la seguridad social obligatoria;-19 
2009;M - Enseñanza; 74 
2009;801. Enseñanza inicial y primaria; 94 
2009;802. Enseñanza secundaria;-19 
2009;803. Enseñanza superior y formación de posgrado;-2 
2009;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 2 
2009;N - Servicios sociales y de salud; 739 
2009;851. Servicios relacionados con la salud humana; 717 
2009;852. Servicios veterinarios; 4 
2009;853. Servicios sociales; 18 
2009;O - Servicios comunitarios, sociales y personales n.c.p.; 2.737 
2009;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 110 
2009;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 149 
2009;912. Servicios de sindicatos; 388 
2009;919. Servicios de asociaciones n.c.p.; 819 
2009;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 130 
2009;922. Servicios de agencias de noticias;-11 
2009;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 9 
2009;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 1.168 
2009;930. Servicios n.c.p.;-24 
2009;Otras actividades; 0 
2010;Reproductiva Privada Total; 84.369 
2010;A - Agricultura, ganadería, caza y silvicultura; 6.614 
2010;011. Cultivos agrícolas; 2.883 
2010;012. Cría de animales; 3.078 
2010;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 417 
2010;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos; 11 
2010;020. Silvicultura, extracción de madera y servicios conexos; 225 
2010;B - Pesca y servicios conexos;-32 
2010;050. Pesca y servicios conexos;-32 
2010;C - Explotación de minas y canteras; 17.520 
2010;101. Extracción y aglomeración de carbón; 2 
2010;102. Extracción y aglomeración de lignito; -   
2010;103. Extracción y aglomeración de turba;-1 
2010;111. Extracción de petróleo crudo y gas natural; 16.418 
2010;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 106 
2010;120. Extracción de minerales y concentrados de uranio y torio; 0 
2010;131. Extracción de minerales de hierro;-2.670 
2010;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 2.645 
2010;141. Extracción de piedra, arena y arcillas; 111 
2010;142. Explotación de minas y canteras n.c.p.; 910 
2010;D - Industria manufacturera; 19.357 
2010;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 3.095 
2010;152.Elaboración de productos lácteos; 183 
2010;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 417 
2010;154. Elaboración de productos alimenticios n.c.p.; 1.750 
2010;155. Elaboración de bebidas; 4.686 
2010;160. Elaboración de productos de tabaco; 55 
2010;171. Fabricación de hilados y tejidos, acabado de productos textiles; 116 
2010;172. Fabricación de productos textiles n.c.p.; 128 
2010;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 54 
2010;181. Confección de prendas de vestir, excepto prendas de piel; 146 
2010;"182. Terminación y teñido de pieles; fabricación de artículos de piel"; 1 
2010;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería";-17 
2010;192. Fabricación de calzado y de sus partes; 324 
2010;201. Aserrado y cepillado de madera; 43 
2010;202. Fabricación de productos de madera, corcho, paja y materiales trenzables;-218 
2010;210. Fabricación de papel y productos de papel; 1.027 
2010;221. Edición; 47 
2010;222. Impresión y servicios conexos; 87 
2010;223. Reproducción de grabaciones; 2 
2010;231. Fabricación de productos de hornos de coque; 8 
2010;232. Fabricación de productos de la refinación del petróleo; 272 
2010;233. Elaboración de combustible nuclear;-1 
2010;241. Fabricación de sustancias químicas básicas; 485 
2010;242. Fabricación de productos químicos n.c.p.; 1.747 
2010;243. Fabricación de fibras manufacturadas; 19 
2010;251. Fabricación de productos de caucho; 334 
2010;252. Fabricación de productos de plástico; 744 
2010;261. Fabricación de vidrio y productos de vidrio; 172 
2010;269. Fabricación de productos minerales no metálicos n.c.p.;-1.341 
2010;271. Industrias básicas de hierro y acero; 1.451 
2010;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos;-28 
2010;273. Fundición de metales; 57 
2010;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 183 
2010;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 546 
2010;291. Fabricación de maquinaria de uso general; 304 
2010;292. Fabricación de maquinaria de uso especial; 203 
2010;293. Fabricación de aparatos de uso doméstico n.c.p.; 144 
2010;300. Fabricación de maquinaria de oficina, contabilidad e informática; 47 
2010;311. Fabricación de motores, generadores y transformadores eléctricos; 100 
2010;312. Fabricación de aparatos de distribución y control de energía eléctrica; 45 
2010;313. Fabricación de hilos y cables aislados; 41 
2010;314. Fabricación de acumuladores y de pilas y baterías primarias; 16 
2010;315. Fabricación de lámparas eléctricas y equipo de iluminación;-2 
2010;319. Fabricación de equipo eléctrico n.c.p.; 16 
2010;321. Fabricación de tubos, válvulas y otros componentes electrónicos; 2 
2010;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 11 
2010;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 222 
2010;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 76 
2010;332. Fabricación de instrumentos de óptica y equipo fotográfico; 12 
2010;333. Fabricación de relojes;-0 
2010;341. Fabricación de vehículos automotores; 877 
2010;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 32 
2010;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 232 
2010;351. Construcción y reparación de buques y embarcaciones n.c.p.; 27 
2010;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías; 8 
2010;353. Fabricación y reparación de aeronaves; 30 
2010;359. Fabricación de equipo de transporte n.c.p.; 19 
2010;361. Fabricación de muebles y colchones; 153 
2010;369. Industrias manufactureras n.c.p.; 113 
2010;371. Reciclamiento de desperdicios y desechos metálicos; 10 
2010;372. Reciclamiento de desperdicios y desechos no metálicos; 43 
2010;E - Electricidad, gas y agua; 7.174 
2010;401. Generación, transporte y distribución de energía eléctrica; 8.382 
2010;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 373 
2010;403. Suministro de vapor y agua caliente; -   
2010;410. Captación, depuración y distribución de agua;-1.582 
2010;F - Construcción; 4.704 
2010;451. Preparación de terrenos para obras; 280 
2010;452. Construcción de edificios y sus partes y obras de ingeniería civil; 4.343 
2010;453. Instalaciones para edificios y obras de ingeniería civil; 57 
2010;454. Terminación de edificios y obras de ingeniería civil; 10 
2010;455. Alquiler de equipo de construcción o demolición dotado de operarios; 14 
2010;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 8.140 
2010;501. Venta de vehículos automotores, excepto motocicletas; 432 
2010;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 55 
2010;503. Venta de partes, piezas y accesorios de vehículos automotores; 224 
2010;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 245 
2010;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 314 
2010;511. Venta al por mayor en comisión o consignación; 503 
2010;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 1.142 
2010;513. Venta al por mayor de artículos de uso doméstico y/o personal; 628 
2010;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 514 
2010;515. Venta al por mayor de máquinas, equipo y materiales conexos; 521 
2010;519. Venta al por mayor de mercancías n.c.p.; 375 
2010;521. Venta al por menor excepto la especializada; 2.105 
2010;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 117 
2010;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 948 
2010;524. Venta al por menor de artículos usados excluidos automotores y motocicletas;-5 
2010;525. Venta al por menor no realizada en establecimientos; 15 
2010;526. Reparación de efectos personales y enseres domésticos; 6 
2010;H - Servicios de hotelería y restaurantes; 1.171 
2010;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 691 
2010;552. Servicios de expendio de comidas y bebidas; 480 
2010;I - Servicios de transporte, de almacenamiento y de comunicaciones; 16.755 
2010;601. Servicio de transporte ferroviario; 567 
2010;602. Servicio de transporte automotor; 3.508 
2010;603. Servicio de transporte por tuberías; 66 
2010;611. Servicio de transporte marítimo; 89 
2010;612. Servicio de transporte fluvial; 122 
2010;621. Servicio de transporte aéreo de cargas; 11 
2010;622. Servicio de transporte aéreo de pasajeros; 2.310 
2010;631. Servicios de manipulación de carga; 38 
2010;632. Servicios de almacenamiento y depósito; 94 
2010;633. Servicios complementarios para el transporte;-128 
2010;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 148 
2010;635. Servicios de gestión y logística para el transporte de mercaderías; 179 
2010;641. Servicios de correos; 2 
2010;642. Servicios de telecomunicaciones; 9.750 
2010;J - Intermediación financiera y otros servicios financieros;-8.051 
2010;651. Intermediación monetaria y financiera de la banca central; 27 
2010;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 1.592 
2010;659. Servicios financieros excepto los de la banca central y las entidades financieras;-10.084 
2010;661. Servicios de seguros; 410 
2010;662. Servicios de administración de fondos de jubilaciones y pensiones;-75 
2010;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 67 
2010;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 11 
2010;K - Servicios inmobiliarios, empresariales y de alquiler; 6.364 
2010;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 3.745 
2010;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 266 
2010;711. Alquiler de equipo de transporte; 139 
2010;712. Alquiler de maquinaria y equipo n.c.p.; 277 
2010;713. Alquiler de efectos personales y enseres domésticos n.c.p.;-14 
2010;721. Servicios de consultores en equipo de informática; 6 
2010;722. Servicios de consultores en informática y suministros de programas de informática; 185 
2010;723. Procesamiento de datos; 101 
2010;724. Servicios relacionados con bases de datos; 20 
2010;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 6 
2010;729. Actividades de informática n.c.p.; 118 
2010;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 0 
2010;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 15 
2010;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 178 
2010;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 338 
2010;743. Servicios de publicidad; 124 
2010;749. Servicios empresariales n.c.p.; 861 
2010;L - Administración pública, defensa y seguridad social obligatoria;-451 
2010;751. Servicios de la administración pública;-455 
2010;752. Prestación pública de servicios a la comunidad en general; 3 
2010;753. Servicios de la seguridad social obligatoria; 1 
2010;M - Enseñanza; 435 
2010;801. Enseñanza inicial y primaria; 102 
2010;802. Enseñanza secundaria; 30 
2010;803. Enseñanza superior y formación de posgrado; 301 
2010;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 2 
2010;N - Servicios sociales y de salud; 1.126 
2010;851. Servicios relacionados con la salud humana; 1.103 
2010;852. Servicios veterinarios; 7 
2010;853. Servicios sociales; 17 
2010;O - Servicios comunitarios, sociales y personales n.c.p.; 3.534 
2010;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 197 
2010;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 441 
2010;912. Servicios de sindicatos; 281 
2010;919. Servicios de asociaciones n.c.p.; 768 
2010;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 146 
2010;922. Servicios de agencias de noticias; 59 
2010;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 2 
2010;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 1.303 
2010;930. Servicios n.c.p.; 335 
2010;Otras actividades; 9 
2011;Reproductiva Privada Total; 97.085 
2011;A - Agricultura, ganadería, caza y silvicultura; 7.578 
2011;011. Cultivos agrícolas; 3.085 
2011;012. Cría de animales; 3.978 
2011;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 425 
2011;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos; 1 
2011;020. Silvicultura, extracción de madera y servicios conexos; 89 
2011;B - Pesca y servicios conexos; 189 
2011;050. Pesca y servicios conexos; 189 
2011;C - Explotación de minas y canteras; 18.424 
2011;101. Extracción y aglomeración de carbón; 14 
2011;102. Extracción y aglomeración de lignito; -   
2011;103. Extracción y aglomeración de turba;-0 
2011;111. Extracción de petróleo crudo y gas natural; 14.058 
2011;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 1.131 
2011;120. Extracción de minerales y concentrados de uranio y torio;-0 
2011;131. Extracción de minerales de hierro; 9 
2011;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 1.190 
2011;141. Extracción de piedra, arena y arcillas; 93 
2011;142. Explotación de minas y canteras n.c.p.; 1.929 
2011;D - Industria manufacturera; 20.562 
2011;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 2.520 
2011;152.Elaboración de productos lácteos; 368 
2011;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 481 
