periodo;rama_sector;fbkf_$2004
2018;454. Terminación de edificios y obras de ingeniería civil; 3 
2018;455. Alquiler de equipo de construcción o demolición dotado de operarios; 86 
2018;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 5.021 
2018;501. Venta de vehículos automotores, excepto motocicletas; 179 
2018;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 23 
2018;503. Venta de partes, piezas y accesorios de vehículos automotores; 85 
2018;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 75 
2018;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 257 
2018;511. Venta al por mayor en comisión o consignación; 424 
2018;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 521 
2018;513. Venta al por mayor de artículos de uso doméstico y/o personal; 371 
2018;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 337 
2018;515. Venta al por mayor de máquinas, equipo y materiales conexos; 219 
2018;519. Venta al por mayor de mercancías n.c.p.; 136 
2018;521. Venta al por menor excepto la especializada; 1.156 
2018;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 181 
2018;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 1.052 
2018;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; -   
2018;525. Venta al por menor no realizada en establecimientos; 5 
2018;526. Reparación de efectos personales y enseres domésticos; 0 
2018;H - Servicios de hotelería y restaurantes; 682 
2018;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 467 
2018;552. Servicios de expendio de comidas y bebidas; 215 
2018;I - Servicios de transporte, de almacenamiento y de comunicaciones; 12.020 
2018;601. Servicio de transporte ferroviario; 1.686 
2018;602. Servicio de transporte automotor; 1.261 
2018;603. Servicio de transporte por tuberías; 1.683 
2018;611. Servicio de transporte marítimo; 102 
2018;612. Servicio de transporte fluvial; 53 
2018;621. Servicio de transporte aéreo de cargas; 21 
2018;622. Servicio de transporte aéreo de pasajeros; 601 
2018;631. Servicios de manipulación de carga; 46 
2018;632. Servicios de almacenamiento y depósito; 228 
2018;633. Servicios complementarios para el transporte; 644 
2018;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 72 
2018;635. Servicios de gestión y logística para el transporte de mercaderías; 109 
2018;641. Servicios de correos; 31 
2018;642. Servicios de telecomunicaciones; 5.483 
2018;J - Intermediación financiera y otros servicios financieros; 2.986 
2018;651. Intermediación monetaria y financiera de la banca central; 35 
2018;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 2.283 
2018;659. Servicios financieros excepto los de la banca central y las entidades financieras; 56 
2018;661. Servicios de seguros; 555 
2018;662. Servicios de administración de fondos de jubilaciones y pensiones; 2 
2018;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 41 
2018;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 14 
2018;K - Servicios inmobiliarios, empresariales y de alquiler; 4.155 
2018;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 2.420 
2018;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 164 
2018;711. Alquiler de equipo de transporte; 75 
2018;712. Alquiler de maquinaria y equipo n.c.p.; 136 
2018;713. Alquiler de efectos personales y enseres domésticos n.c.p.; 3 
2018;721. Servicios de consultores en equipo de informática; 3 
2018;722. Servicios de consultores en informática y suministros de programas de informática; 113 
2018;723. Procesamiento de datos; 160 
2018;724. Servicios relacionados con bases de datos; 32 
2018;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 0 
2018;729. Actividades de informática n.c.p.; 161 
2018;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 67 
2018;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 12 
2018;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 85 
2018;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 135 
2018;743. Servicios de publicidad; 77 
2018;749. Servicios empresariales n.c.p.; 512 
2018;L - Administración pública, defensa y seguridad social obligatoria; 64 
2018;751. Servicios de la administración pública; 51 
2018;752. Prestación pública de servicios a la comunidad en general; 4 
2018;753. Servicios de la seguridad social obligatoria; 9 
2018;M - Enseñanza; 403 
2018;801. Enseñanza inicial y primaria; 165 
2018;802. Enseñanza secundaria; 49 
2018;803. Enseñanza superior y formación de posgrado; 175 
2018;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 15 
2018;N - Servicios sociales y de salud; 769 
2018;851. Servicios relacionados con la salud humana; 715 
2018;852. Servicios veterinarios; 2 
2018;853. Servicios sociales; 52 
2018;O - Servicios comunitarios, sociales y personales n.c.p.; 2.630 
2018;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 215 
2018;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 98 
2018;912. Servicios de sindicatos; 608 
2018;919. Servicios de asociaciones n.c.p.; 877 
2018;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 97 
2018;922. Servicios de agencias de noticias; 17 
2018;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 10 
2018;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 624 
2018;930. Servicios n.c.p.; 84 
2018;Otras actividades; 0 
2019;Reproductiva Privada Total; 71.090 
2019;A - Agricultura, ganadería, caza y silvicultura; 5.122 
2019;011. Cultivos agrícolas; 2.602 
2019;012. Cría de animales; 2.186 
2019;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 157 
2019;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos; 1 
2019;020. Silvicultura, extracción de madera y servicios conexos; 176 
2019;B - Pesca y servicios conexos; 214 
2019;050. Pesca y servicios conexos; 214 
2019;C - Explotación de minas y canteras; 14.730 
2019;101. Extracción y aglomeración de carbón;-0 
2019;102. Extracción y aglomeración de lignito; -   
2019;103. Extracción y aglomeración de turba; -   
2019;111. Extracción de petróleo crudo y gas natural; 12.618 
2019;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 905 
2019;120. Extracción de minerales y concentrados de uranio y torio; -   
2019;131. Extracción de minerales de hierro; 27 
2019;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 1.083 
2019;141. Extracción de piedra, arena y arcillas; 89 
2019;142. Explotación de minas y canteras n.c.p.; 8 
2019;D - Industria manufacturera; 15.112 
2019;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 2.247 
2019;152.Elaboración de productos lácteos; 494 
2019;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 512 
2019;154. Elaboración de productos alimenticios n.c.p.; 1.013 
2019;155. Elaboración de bebidas; 1.243 
2019;160. Elaboración de productos de tabaco; 149 
2019;171. Fabricación de hilados y tejidos, acabado de productos textiles; 146 
2019;172. Fabricación de productos textiles n.c.p.; 123 
2019;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 4 
2019;181. Confección de prendas de vestir, excepto prendas de piel; 53 
2019;"182. Terminación y teñido de pieles; fabricación de artículos de piel"; 0 
2019;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería"; 47 
2019;192. Fabricación de calzado y de sus partes; 26 
2019;201. Aserrado y cepillado de madera; 45 
2019;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 56 
2019;210. Fabricación de papel y productos de papel; 655 
2019;221. Edición; 55 
2019;222. Impresión y servicios conexos; 115 
2019;223. Reproducción de grabaciones; 0 
2019;231. Fabricación de productos de hornos de coque; 0 
2019;232. Fabricación de productos de la refinación del petróleo; 592 
2019;233. Elaboración de combustible nuclear; 41 
2019;241. Fabricación de sustancias químicas básicas; 741 
2019;242. Fabricación de productos químicos n.c.p.; 1.237 
2019;243. Fabricación de fibras manufacturadas; 0 
2019;251. Fabricación de productos de caucho; 83 
2019;252. Fabricación de productos de plástico; 395 
2019;261. Fabricación de vidrio y productos de vidrio; 119 
2019;269. Fabricación de productos minerales no metálicos n.c.p.; 903 
2019;271. Industrias básicas de hierro y acero; 802 
2019;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 355 
2019;273. Fundición de metales; 64 
2019;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 92 
2019;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 2 
2019;291. Fabricación de maquinaria de uso general; 222 
2019;292. Fabricación de maquinaria de uso especial; 173 
2019;293. Fabricación de aparatos de uso doméstico n.c.p.; 137 
2019;300. Fabricación de maquinaria de oficina, contabilidad e informática; 11 
2019;311. Fabricación de motores, generadores y transformadores eléctricos; 145 
2019;312. Fabricación de aparatos de distribución y control de energía eléctrica; 48 
2019;313. Fabricación de hilos y cables aislados; 32 
2019;314. Fabricación de acumuladores y de pilas y baterías primarias; 5 
2019;315. Fabricación de lámparas eléctricas y equipo de iluminación; 8 
2019;319. Fabricación de equipo eléctrico n.c.p.; 23 
2019;321. Fabricación de tubos, válvulas y otros componentes electrónicos; 5 
2019;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 9 
2019;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 23 
2019;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 30 
2019;332. Fabricación de instrumentos de óptica y equipo fotográfico; 3 
2019;333. Fabricación de relojes; -   
2019;341. Fabricación de vehículos automotores; 1.295 
2019;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 20 
2019;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 288 
2019;351. Construcción y reparación de buques y embarcaciones n.c.p.; 0 
2019;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías; 3 
2019;353. Fabricación y reparación de aeronaves;-20 
2019;359. Fabricación de equipo de transporte n.c.p.; 21 
2019;361. Fabricación de muebles y colchones; 84 
2019;369. Industrias manufactureras n.c.p.; 104 
2019;371. Reciclamiento de desperdicios y desechos metálicos; 15 
2019;372. Reciclamiento de desperdicios y desechos no metálicos; 15 
2019;E - Electricidad, gas y agua; 10.810 
2019;401. Generación, transporte y distribución de energía eléctrica; 10.820 
2019;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías;-705 
2019;403. Suministro de vapor y agua caliente; -   
2019;410. Captación, depuración y distribución de agua; 695 
2019;F - Construcción; 1.899 
2019;451. Preparación de terrenos para obras; 118 
2019;452. Construcción de edificios y sus partes y obras de ingeniería civil; 1.394 
2019;453. Instalaciones para edificios y obras de ingeniería civil; 290 
2019;454. Terminación de edificios y obras de ingeniería civil; 5 
2019;455. Alquiler de equipo de construcción o demolición dotado de operarios; 93 
2019;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 4.895 
2019;501. Venta de vehículos automotores, excepto motocicletas; 274 
2019;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 16 
2019;503. Venta de partes, piezas y accesorios de vehículos automotores; 130 
2019;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 28 
2019;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 307 
2019;511. Venta al por mayor en comisión o consignación; 798 
2019;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 610 
2019;513. Venta al por mayor de artículos de uso doméstico y/o personal; 288 
2019;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 334 
2019;515. Venta al por mayor de máquinas, equipo y materiales conexos; 222 
2019;519. Venta al por mayor de mercancías n.c.p.; 105 
2019;521. Venta al por menor excepto la especializada; 1.655 
2019;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 56 
2019;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 70 
2019;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; -   
2019;525. Venta al por menor no realizada en establecimientos; 2 
2019;526. Reparación de efectos personales y enseres domésticos; 0 
2019;H - Servicios de hotelería y restaurantes; 648 
2019;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 489 
2019;552. Servicios de expendio de comidas y bebidas; 160 
2019;I - Servicios de transporte, de almacenamiento y de comunicaciones; 7.675 
2019;601. Servicio de transporte ferroviario; 767 
2019;602. Servicio de transporte automotor; 1.171 
2019;603. Servicio de transporte por tuberías; 963 
2019;611. Servicio de transporte marítimo; 123 
2019;612. Servicio de transporte fluvial; 141 
2019;621. Servicio de transporte aéreo de cargas; 13 
2019;622. Servicio de transporte aéreo de pasajeros; 361 
2019;631. Servicios de manipulación de carga; 1 
2019;632. Servicios de almacenamiento y depósito; 142 
2019;633. Servicios complementarios para el transporte; 309 
2019;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 89 
2019;635. Servicios de gestión y logística para el transporte de mercaderías; 98 
2019;641. Servicios de correos; 6 
2019;642. Servicios de telecomunicaciones; 3.490 
2019;J - Intermediación financiera y otros servicios financieros; 2.202 
2019;651. Intermediación monetaria y financiera de la banca central; 17 
2019;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 1.119 
2019;659. Servicios financieros excepto los de la banca central y las entidades financieras; 336 
2019;661. Servicios de seguros; 667 
2019;662. Servicios de administración de fondos de jubilaciones y pensiones; 2 
2019;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 45 
2019;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 16 
2019;K - Servicios inmobiliarios, empresariales y de alquiler; 4.304 
2019;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 2.798 
2019;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 158 
2019;711. Alquiler de equipo de transporte; 71 
2019;712. Alquiler de maquinaria y equipo n.c.p.; 144 
2019;713. Alquiler de efectos personales y enseres domésticos n.c.p.; 2 
2019;721. Servicios de consultores en equipo de informática; 3 
2019;722. Servicios de consultores en informática y suministros de programas de informática; 116 
2019;723. Procesamiento de datos; 62 
2019;724. Servicios relacionados con bases de datos; 12 
2019;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 2 
2019;729. Actividades de informática n.c.p.; 168 
2019;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 16 
2019;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 0 
2019;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 85 
2019;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 98 
2019;743. Servicios de publicidad; 58 
2019;749. Servicios empresariales n.c.p.; 510 
2019;L - Administración pública, defensa y seguridad social obligatoria; 19 
2019;751. Servicios de la administración pública; 10 
2019;752. Prestación pública de servicios a la comunidad en general;-1 
2019;753. Servicios de la seguridad social obligatoria; 10 
2019;M - Enseñanza; 262 
2019;801. Enseñanza inicial y primaria; 88 
2019;802. Enseñanza secundaria; 53 
2019;803. Enseñanza superior y formación de posgrado; 105 
2019;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 17 
2019;N - Servicios sociales y de salud; 786 
2019;851. Servicios relacionados con la salud humana; 782 
2019;852. Servicios veterinarios; 3 
2019;853. Servicios sociales; 1 
2019;O - Servicios comunitarios, sociales y personales n.c.p.; 2.413 
2019;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 127 
2019;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 77 
2019;912. Servicios de sindicatos; 575 
2019;919. Servicios de asociaciones n.c.p.; 837 
2019;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 114 
2019;922. Servicios de agencias de noticias; 16 
2019;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 19 
2019;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 615 
2019;930. Servicios n.c.p.; 32 
2019;Otras actividades; 0 
2020;Reproductiva Privada Total; 74.331 
2020;A - Agricultura, ganadería, caza y silvicultura; 5.571 
2020;011. Cultivos agrícolas; 2.705 
2020;012. Cría de animales; 2.461 
2020;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 251 
2020;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos; 0 
2020;020. Silvicultura, extracción de madera y servicios conexos; 154 
2020;B - Pesca y servicios conexos; 188 
2020;050. Pesca y servicios conexos; 188 
2020;C - Explotación de minas y canteras; 13.410 
2020;101. Extracción y aglomeración de carbón; -   
2020;102. Extracción y aglomeración de lignito; -   
2020;103. Extracción y aglomeración de turba; -   
2020;111. Extracción de petróleo crudo y gas natural; 11.777 
2020;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 278 
2020;120. Extracción de minerales y concentrados de uranio y torio; -   
2020;131. Extracción de minerales de hierro; 24 
2020;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 717 
2020;141. Extracción de piedra, arena y arcillas; 277 
2020;142. Explotación de minas y canteras n.c.p.; 338 
2020;D - Industria manufacturera; 15.302 
2020;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 3.466 
2020;152.Elaboración de productos lácteos; 329 
2020;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 429 
2020;154. Elaboración de productos alimenticios n.c.p.; 1.103 
2020;155. Elaboración de bebidas; 994 
2020;160. Elaboración de productos de tabaco; 112 
2020;171. Fabricación de hilados y tejidos, acabado de productos textiles; 180 
2020;172. Fabricación de productos textiles n.c.p.; 88 
2020;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 8 
2020;181. Confección de prendas de vestir, excepto prendas de piel; 46 
2020;"182. Terminación y teñido de pieles; fabricación de artículos de piel";-0 
2020;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería"; 74 
2020;192. Fabricación de calzado y de sus partes; 38 
2020;201. Aserrado y cepillado de madera; 49 
2020;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 54 
2020;210. Fabricación de papel y productos de papel; 727 
2020;221. Edición; 43 
2020;222. Impresión y servicios conexos; 124 
2020;223. Reproducción de grabaciones; 0 
2020;231. Fabricación de productos de hornos de coque; 1 
2020;232. Fabricación de productos de la refinación del petróleo; 155 
2020;233. Elaboración de combustible nuclear; 53 
2020;241. Fabricación de sustancias químicas básicas; 969 
2020;242. Fabricación de productos químicos n.c.p.; 1.318 
2020;243. Fabricación de fibras manufacturadas; 0 
2020;251. Fabricación de productos de caucho; 93 
2020;252. Fabricación de productos de plástico; 445 
2020;261. Fabricación de vidrio y productos de vidrio; 216 
2020;269. Fabricación de productos minerales no metálicos n.c.p.; 577 
2020;271. Industrias básicas de hierro y acero; 611 
2020;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 311 
2020;273. Fundición de metales; 66 
2020;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 119 
2020;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 1 
2020;291. Fabricación de maquinaria de uso general; 282 
2020;292. Fabricación de maquinaria de uso especial; 158 
2020;293. Fabricación de aparatos de uso doméstico n.c.p.; 115 
2020;300. Fabricación de maquinaria de oficina, contabilidad e informática; 32 
2020;311. Fabricación de motores, generadores y transformadores eléctricos; 119 
2020;312. Fabricación de aparatos de distribución y control de energía eléctrica; 40 
2020;313. Fabricación de hilos y cables aislados; 43 
2020;314. Fabricación de acumuladores y de pilas y baterías primarias; 38 
2020;315. Fabricación de lámparas eléctricas y equipo de iluminación; 7 
2020;319. Fabricación de equipo eléctrico n.c.p.; 17 
2020;321. Fabricación de tubos, válvulas y otros componentes electrónicos; 17 
2020;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 33 
2020;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos;-4 
2020;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 27 
2020;332. Fabricación de instrumentos de óptica y equipo fotográfico; 4 
2020;333. Fabricación de relojes; -   
2020;341. Fabricación de vehículos automotores; 967 
2020;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 39 
2020;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 249 
2020;351. Construcción y reparación de buques y embarcaciones n.c.p.; 26 
2020;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías; 6 
2020;353. Fabricación y reparación de aeronaves; 54 
2020;359. Fabricación de equipo de transporte n.c.p.; 27 
2020;361. Fabricación de muebles y colchones; 73 
2020;369. Industrias manufactureras n.c.p.; 111 
2020;371. Reciclamiento de desperdicios y desechos metálicos; 13 
2020;372. Reciclamiento de desperdicios y desechos no metálicos; 13 
2020;E - Electricidad, gas y agua; 9.359 
2020;401. Generación, transporte y distribución de energía eléctrica; 8.074 
2020;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 124 
2020;403. Suministro de vapor y agua caliente; -   
2020;410. Captación, depuración y distribución de agua; 1.160 
2020;F - Construcción; 2.111 
2020;451. Preparación de terrenos para obras; 155 
2020;452. Construcción de edificios y sus partes y obras de ingeniería civil; 1.440 
2020;453. Instalaciones para edificios y obras de ingeniería civil; 400 
2020;454. Terminación de edificios y obras de ingeniería civil; 4 
2020;455. Alquiler de equipo de construcción o demolición dotado de operarios; 112 
2020;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 5.265 
2020;501. Venta de vehículos automotores, excepto motocicletas; 221 
2020;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 24 
2020;503. Venta de partes, piezas y accesorios de vehículos automotores; 92 
2020;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 40 
2020;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 363 
2020;511. Venta al por mayor en comisión o consignación; 616 
2020;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 782 
2020;513. Venta al por mayor de artículos de uso doméstico y/o personal; 388 
2020;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 431 
2020;515. Venta al por mayor de máquinas, equipo y materiales conexos; 209 
2020;519. Venta al por mayor de mercancías n.c.p.; 129 
2020;521. Venta al por menor excepto la especializada; 1.567 
2020;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados;-76 
2020;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 469 
2020;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; -   
2020;525. Venta al por menor no realizada en establecimientos; 11 
2020;526. Reparación de efectos personales y enseres domésticos; 1 
2020;H - Servicios de hotelería y restaurantes; 719 
2020;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 572 
2020;552. Servicios de expendio de comidas y bebidas; 147 
2020;I - Servicios de transporte, de almacenamiento y de comunicaciones; 6.430 
2020;601. Servicio de transporte ferroviario; 870 
2020;602. Servicio de transporte automotor; 1.364 
2020;603. Servicio de transporte por tuberías; 543 
2020;611. Servicio de transporte marítimo; 66 
2020;612. Servicio de transporte fluvial; 82 
2020;621. Servicio de transporte aéreo de cargas; 9 
2020;622. Servicio de transporte aéreo de pasajeros; 217 
2020;631. Servicios de manipulación de carga; 21 
2020;632. Servicios de almacenamiento y depósito; 204 
2020;633. Servicios complementarios para el transporte; 300 
2020;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 60 
2020;635. Servicios de gestión y logística para el transporte de mercaderías; 104 
2020;641. Servicios de correos; 32 
2020;642. Servicios de telecomunicaciones; 2.557 
2020;J - Intermediación financiera y otros servicios financieros; 6.036 
2020;651. Intermediación monetaria y financiera de la banca central; 68 
2020;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 4.462 
2020;659. Servicios financieros excepto los de la banca central y las entidades financieras; 355 
2020;661. Servicios de seguros; 1.078 
2020;662. Servicios de administración de fondos de jubilaciones y pensiones; 10 
2020;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 50 
2020;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 13 
2020;K - Servicios inmobiliarios, empresariales y de alquiler; 5.323 
2020;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 3.591 
2020;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 196 
2020;711. Alquiler de equipo de transporte; 62 
2020;712. Alquiler de maquinaria y equipo n.c.p.; 157 
2020;713. Alquiler de efectos personales y enseres domésticos n.c.p.; 3 
2020;721. Servicios de consultores en equipo de informática; 4 
2020;722. Servicios de consultores en informática y suministros de programas de informática; 138 
2020;723. Procesamiento de datos; 182 
2020;724. Servicios relacionados con bases de datos; 36 
2020;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 4 
2020;729. Actividades de informática n.c.p.; 201 
2020;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 51 
2020;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades; 3 
2020;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 119 
2020;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 105 
2020;743. Servicios de publicidad; 21 
2020;749. Servicios empresariales n.c.p.; 450 
2020;L - Administración pública, defensa y seguridad social obligatoria; 25 
2020;751. Servicios de la administración pública; 9 
2020;752. Prestación pública de servicios a la comunidad en general; 4 
2020;753. Servicios de la seguridad social obligatoria; 12 
2020;M - Enseñanza; 427 
2020;801. Enseñanza inicial y primaria; 192 
2020;802. Enseñanza secundaria; 70 
2020;803. Enseñanza superior y formación de posgrado; 144 
2020;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 22 
2020;N - Servicios sociales y de salud; 885 
2020;851. Servicios relacionados con la salud humana; 848 
2020;852. Servicios veterinarios; 1 
2020;853. Servicios sociales; 36 
2020;O - Servicios comunitarios, sociales y personales n.c.p.; 3.279 
2020;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 148 
2020;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 118 
2020;912. Servicios de sindicatos; 1.000 
2020;919. Servicios de asociaciones n.c.p.; 1.024 
2020;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 73 
2020;922. Servicios de agencias de noticias;-0 
2020;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 21 
2020;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 847 
2020;930. Servicios n.c.p.; 47 
2020;Otras actividades; 1 
2021;Reproductiva Privada Total; 90.006 
2021;A - Agricultura, ganadería, caza y silvicultura; 7.144 
2021;011. Cultivos agrícolas; 3.795 
2021;012. Cría de animales; 2.774 
2021;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 346 
